NAMESPACE     LAST SEEN   TYPE      REASON             OBJECT                                                         MESSAGE
monitoring    52m         Normal    Pulled             pod/prometheus-grafana-5875d7786f-w2bdb                        Container image "quay.io/kiwigrid/k8s-sidecar:1.26.1" already present on machine
monitoring    52m         Normal    Created            pod/prometheus-grafana-5875d7786f-w2bdb                        Created container: grafana-sc-datasources
monitoring    52m         Normal    Started            pod/prometheus-prometheus-kube-prometheus-prometheus-0         Started container init-config-reloader
monitoring    52m         Normal    Created            pod/prometheus-prometheus-kube-prometheus-prometheus-0         Created container: init-config-reloader
monitoring    52m         Normal    Pulling            pod/prometheus-grafana-5875d7786f-w2bdb                        Pulling image "docker.io/grafana/grafana:11.0.0"
monitoring    52m         Normal    Started            pod/prometheus-kube-prometheus-operator-5bd97f6986-svtqm       Started container kube-prometheus-stack
monitoring    52m         Normal    Started            pod/prometheus-grafana-5875d7786f-w2bdb                        Started container grafana-sc-dashboard
monitoring    52m         Normal    Started            pod/prometheus-grafana-5875d7786f-w2bdb                        Started container grafana-sc-datasources
monitoring    52m         Normal    Pulling            pod/prometheus-prometheus-kube-prometheus-prometheus-0         Pulling image "quay.io/prometheus/prometheus:v2.52.0"
monitoring    52m         Normal    Pulled             pod/prometheus-prometheus-kube-prometheus-prometheus-0         Successfully pulled image "quay.io/prometheus/prometheus:v2.52.0" in 8.524s (8.524s including waiting). Image size: 107216079 bytes.
monitoring    52m         Normal    Started            pod/prometheus-prometheus-kube-prometheus-prometheus-0         Started container prometheus
monitoring    52m         Normal    Created            pod/prometheus-prometheus-kube-prometheus-prometheus-0         Created container: prometheus
monitoring    52m         Normal    Created            pod/prometheus-prometheus-kube-prometheus-prometheus-0         Created container: config-reloader
monitoring    52m         Normal    Pulled             pod/prometheus-prometheus-kube-prometheus-prometheus-0         Container image "quay.io/prometheus-operator/prometheus-config-reloader:v0.74.0" already present on machine
monitoring    52m         Normal    Started            pod/prometheus-prometheus-kube-prometheus-prometheus-0         Started container config-reloader
monitoring    52m         Normal    Created            pod/prometheus-grafana-5875d7786f-w2bdb                        Created container: grafana
monitoring    52m         Normal    Pulled             pod/prometheus-grafana-5875d7786f-w2bdb                        Successfully pulled image "docker.io/grafana/grafana:11.0.0" in 12.062s (12.062s including waiting). Image size: 120709951 bytes.
monitoring    52m         Normal    Started            pod/prometheus-grafana-5875d7786f-w2bdb                        Started container grafana
monitoring    52m         Warning   Unhealthy          pod/prometheus-grafana-5875d7786f-w2bdb                        Readiness probe failed: Get "http://10.0.10.108:3000/api/health": dial tcp 10.0.10.108:3000: connect: connection refused
